,index,store_ID,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,sales
27757,420054,190,6,28/03/2015,619,1,0,0,0,6355.6567
27758,95175,112,2,07/07/2015,703,1,0,0,0,6242.8457
27759,44194,459,7,20/04/2014,0,0,0,0,0,0.0
27760,615812,422,7,20/04/2014,0,0,0,0,0,0.0
27761,75996,609,4,17/01/2013,496,1,0,0,0,4443.244
27762,441502,995,7,07/07/2013,0,0,0,0,0,0.0
27763,548818,941,4,25/06/2015,523,1,0,0,0,5096.211
27764,157805,328,7,16/03/2014,0,0,0,0,0,0.0
27765,636567,940,6,28/02/2015,684,1,0,0,0,7374.1797
27766,645112,558,1,02/06/2014,630,1,1,0,0,6643.292
27767,165731,1100,2,01/01/2013,0,0,0,a,1,0.0
27768,445819,102,5,30/08/2013,1446,1,1,0,1,11412.904
27769,206928,808,3,24/07/2013,448,1,0,0,1,4848.8535
27770,431762,681,4,29/05/2014,0,0,0,a,0,0.0
27771,564519,932,3,25/06/2014,658,1,0,0,0,5105.4575
27772,46941,1,7,16/11/2014,0,0,0,0,0,0.0
27773,526161,311,2,25/06/2013,700,1,0,0,0,6286.7417
27774,643703,9,1,03/11/2014,894,1,1,0,0,9578.769
27775,594622,487,3,20/02/2013,594,1,1,0,0,6465.2544
27776,434826,389,4,09/10/2014,1418,1,1,0,0,12847.413
27777,566993,340,2,28/01/2014,626,1,0,0,0,5514.6646
27778,149730,521,4,04/12/2014,517,1,1,0,0,5931.115
27779,668493,1003,7,03/11/2013,0,0,0,0,0,0.0
27780,449698,325,5,02/05/2014,764,1,1,0,0,8130.917
27781,583753,247,5,13/12/2013,766,1,0,0,0,6974.0234
27782,695519,379,3,10/04/2013,490,1,1,0,0,4286.2417
27783,670018,780,7,12/07/2015,0,0,0,0,0,0.0
27784,531135,646,5,25/10/2013,729,1,1,0,0,6756.0063
27785,660835,500,4,26/06/2014,338,1,0,0,0,3746.075
27786,375281,907,2,28/04/2015,923,1,1,0,0,9225.366
27787,260789,408,1,30/09/2013,427,1,0,0,0,4704.3584
27788,555134,1084,3,09/10/2013,812,1,1,0,0,6649.0376
27789,236022,222,1,06/07/2015,618,1,0,0,0,5759.3296
27790,316164,817,4,20/11/2014,2932,1,0,0,0,19704.635
27791,368051,897,6,02/03/2013,426,1,0,0,0,4323.2964
27792,331561,928,1,18/08/2014,998,1,1,0,1,9327.242
27793,154177,1018,5,25/04/2014,1124,1,0,0,1,8098.669
27794,563488,429,7,30/03/2014,0,0,0,0,0,0.0
27795,486260,902,6,11/05/2013,646,1,0,0,0,6072.536
27796,606724,814,6,04/05/2013,478,1,0,0,0,4232.833
27797,30335,299,3,03/12/2014,547,1,1,0,0,6448.0654
27798,89569,694,5,04/10/2013,848,1,0,0,0,7653.5977
27799,500130,588,7,03/03/2013,0,0,0,0,0,0.0
27800,382069,854,1,08/12/2014,639,1,0,0,0,5682.8296
27801,11037,463,3,26/11/2014,1096,1,1,0,0,8845.094
27802,670421,806,2,28/01/2014,425,1,0,0,0,4613.885
27803,583078,652,6,04/05/2013,518,1,0,0,0,4976.1846
27804,24154,113,5,18/10/2013,663,1,0,0,0,5604.141
27805,643317,650,2,31/03/2015,614,1,1,0,1,7847.154
27806,314850,652,6,18/04/2015,525,1,0,0,0,5230.8037
27807,522315,17,2,29/04/2014,1053,1,1,0,1,9756.878
27808,137734,585,7,06/04/2014,0,0,0,0,0,0.0
27809,467053,829,6,02/11/2013,903,1,0,0,0,7948.8877
27810,74559,449,3,09/04/2014,1504,1,0,0,0,10165.561
27811,230354,876,5,21/02/2014,933,1,1,0,0,8523.659
27812,134291,127,4,13/03/2014,557,1,0,0,0,4784.8857
27813,25173,581,5,19/04/2013,550,1,0,0,0,4539.5557
27814,397256,566,3,19/11/2014,508,1,0,0,0,4495.135
27815,509264,741,6,27/07/2013,763,1,0,0,1,6612.0835
27816,182573,1098,3,29/10/2014,682,1,0,0,1,4694.87
27817,623284,595,3,24/12/2014,1193,1,0,0,1,9101.601
27818,676568,412,6,23/05/2015,1009,1,0,0,0,10112.4
27819,121255,294,6,14/09/2013,362,1,0,0,0,2918.6357
27820,420115,910,3,05/02/2014,582,1,1,0,1,6213.5015
27821,348509,983,5,22/03/2013,1513,1,1,0,0,11562.581
27822,435273,748,5,20/06/2014,676,1,1,0,0,7122.4663
27823,571394,929,2,07/04/2015,807,1,0,0,1,6394.1294
27824,391699,458,2,25/02/2014,516,1,0,0,0,4577.897
27825,388,982,4,03/04/2014,718,1,1,0,0,7219.2236
27826,404952,193,4,08/08/2013,731,1,0,0,1,6152.732
27827,639814,835,5,16/05/2014,635,1,0,0,0,5635.1567
27828,152779,470,6,03/01/2015,1514,1,0,0,0,11204.839
27829,344562,746,2,17/12/2013,657,1,1,0,0,8162.351
27830,205747,615,2,11/06/2013,1129,1,0,0,0,7849.776
27831,258804,535,4,02/05/2013,1274,1,1,0,0,12052.86
27832,213970,482,1,19/05/2014,965,1,1,0,0,9499.996
27833,536241,452,4,29/08/2013,607,1,1,0,0,6631.3755
27834,462562,972,6,14/02/2015,159,1,0,0,0,1411.1033
27835,51193,46,6,31/01/2015,693,1,0,0,0,6116.2573
27836,449277,839,5,21/11/2014,640,1,0,0,0,5164.212
27837,581436,753,5,10/10/2014,789,1,1,0,1,7953.1763
27838,469332,230,6,22/02/2014,865,1,0,0,0,7600.709
27839,516877,1057,4,17/01/2013,605,1,0,0,0,5140.309
27840,156362,647,3,21/05/2014,663,1,1,0,0,6350.8535
27841,557864,732,6,09/02/2013,335,1,0,0,0,3147.8286
27842,8312,305,4,17/04/2014,713,1,1,0,1,6684.7505
27843,220584,348,3,12/02/2014,609,1,0,0,0,5718.3564
27844,177778,102,4,19/06/2014,0,0,1,a,0,0.0
27845,645811,729,6,12/01/2013,952,1,0,0,0,8139.185
27846,474944,868,2,23/04/2013,705,1,1,0,0,8197.13
27847,43547,553,1,09/03/2015,453,1,0,0,0,4244.7524
27848,69409,647,6,09/11/2013,510,1,0,0,0,4875.397
27849,167827,661,3,11/12/2013,547,1,0,0,0,5256.299
27850,437758,549,4,10/01/2013,543,1,1,0,0,5509.5513
27851,136745,756,6,04/01/2014,2817,1,0,0,0,18178.357
27852,488770,1107,7,13/10/2013,0,0,0,0,0,0.0
27853,469311,327,2,07/04/2015,1029,1,0,0,0,7534.48
27854,30949,454,7,29/06/2014,0,0,0,0,0,0.0
27855,377348,844,4,27/06/2013,420,1,0,0,0,3465.7595
27856,648821,762,3,03/12/2014,397,1,1,0,0,4376.177
27857,418994,1007,2,21/05/2013,678,1,0,0,0,5410.9395
27858,211061,760,6,07/03/2015,1275,1,0,0,0,8218.201
27859,571995,1099,4,16/04/2015,922,1,1,0,1,8386.496
27860,284510,1080,3,06/03/2013,789,1,1,0,0,9251.739
27861,154304,1050,3,30/07/2014,555,1,1,0,1,7203.185
27862,276504,72,1,28/04/2014,760,1,1,0,0,9514.764
27863,618406,450,2,06/08/2013,946,1,0,0,1,6945.3994
27864,62698,459,3,31/12/2014,490,1,0,0,1,4442.9873
27865,707119,351,1,27/04/2015,679,1,1,0,0,8518.56
27866,258987,991,4,21/11/2013,516,1,1,0,0,5621.497
27867,438095,434,5,12/06/2015,662,1,0,0,0,6431.774
27868,456312,683,4,29/08/2013,989,1,1,0,0,9167.214
27869,605082,714,5,28/02/2014,357,1,0,0,0,4251.754
27870,171632,292,7,29/06/2014,0,0,0,0,0,0.0
27871,463403,180,6,02/02/2013,898,1,0,0,0,7978.244
27872,481513,870,5,27/06/2014,853,1,0,0,0,7102.821
27873,443943,502,1,20/07/2015,1441,1,0,0,0,9696.896
27874,328632,990,2,30/12/2014,652,1,0,0,1,6640.479
27875,709710,18,2,29/04/2014,754,1,1,0,1,7991.0996
27876,431220,66,3,30/01/2013,399,1,0,0,0,4292.455
27877,267960,239,5,01/05/2015,0,0,1,a,0,0.0
27878,604732,10,5,17/05/2013,649,1,1,0,0,6080.044
27879,492257,349,3,08/04/2015,814,1,0,0,1,7644.036
27880,661666,390,1,17/03/2014,1317,1,1,0,0,13263.93
27881,348573,1035,2,29/10/2013,589,1,0,0,1,4830.6846
27882,99266,796,3,03/12/2014,720,1,1,0,0,8208.556
27883,272018,328,6,03/01/2015,272,1,0,0,0,2034.7673
27884,334813,223,6,15/06/2013,552,1,0,0,0,5349.8306
27885,483040,57,5,20/06/2014,917,1,1,0,0,9879.749
27886,297472,253,1,18/03/2013,1016,1,1,0,0,11761.011
27887,464802,964,1,30/06/2014,1688,1,1,0,0,16697.951
27888,16461,341,2,16/06/2015,914,1,1,0,0,9256.762
27889,661899,850,2,03/02/2015,671,1,1,0,0,6705.0166
27890,208178,72,1,11/11/2013,482,1,0,0,0,4236.6973
27891,323397,101,3,03/12/2014,904,1,1,0,0,8592.111
27892,196524,899,4,18/06/2015,557,1,1,0,0,6019.5903
27893,72790,689,3,25/02/2015,542,1,0,0,0,5044.6514
27894,20144,540,4,11/07/2013,296,1,0,0,0,3456.15
27895,651078,135,2,22/01/2013,509,1,1,0,0,5494.8496
27896,664926,374,7,18/05/2014,0,0,0,0,0,0.0
27897,46609,1058,2,21/05/2013,728,1,0,0,1,6123.3374
27898,247061,375,1,18/08/2014,1052,1,1,0,1,10999.751
27899,255619,32,6,02/11/2013,355,1,0,0,0,2799.072
27900,587198,888,6,17/08/2013,732,1,0,0,0,6503.561
27901,639253,84,3,09/01/2013,1292,1,1,0,0,11432.928
27902,630915,744,3,23/01/2013,850,1,1,0,0,7804.762
27903,49867,773,3,28/01/2015,810,1,1,0,0,6733.8384
27904,210553,802,6,27/04/2013,571,1,0,0,0,6221.113
27905,557471,827,4,19/12/2013,1718,1,1,0,0,14340.437
27906,711179,216,3,25/12/2013,0,0,0,c,1,0.0
27907,576017,932,5,27/03/2015,769,1,0,0,0,6606.921
27908,684608,103,1,22/04/2013,0,0,1,0,0,0.0
27909,627106,187,1,28/01/2013,686,1,0,0,0,5536.5327
27910,354861,557,4,14/05/2015,0,0,0,a,0,0.0
27911,219900,640,3,15/10/2014,756,1,0,0,1,6617.322
27912,362463,364,4,28/08/2014,565,1,0,0,1,4643.5474
27913,281418,170,6,03/08/2013,513,1,0,0,0,4882.805
27914,333007,939,5,23/08/2013,483,1,0,0,1,4696.5234
27915,342468,376,5,01/05/2015,0,0,1,a,0,0.0
27916,619541,421,3,27/02/2013,845,1,0,0,0,6491.604
27917,670227,386,2,30/06/2015,811,1,1,0,1,11407.281
27918,22628,48,5,29/05/2015,402,1,0,0,0,5158.5195
27919,628177,569,6,08/11/2014,479,1,0,0,0,4530.013
27920,472113,587,7,08/12/2013,0,0,0,0,0,0.0
27921,357587,447,2,18/02/2014,601,1,1,0,0,5811.479
27922,547543,680,5,27/12/2013,1172,1,0,0,1,9315.068
27923,131732,364,7,27/10/2013,0,0,0,0,0,0.0
27924,471946,67,3,08/04/2015,815,1,0,0,1,7020.696
27925,158103,604,6,14/03/2015,538,1,0,0,0,5904.835
27926,197515,1073,5,06/02/2015,1000,1,1,0,0,9367.819
27927,106433,1085,2,02/04/2013,828,1,0,0,1,6924.5693
27928,188825,476,1,14/04/2014,956,1,1,0,0,9764.625
27929,447866,104,2,17/06/2014,1300,1,1,0,0,10452.407
27930,75447,576,1,29/12/2014,934,1,0,0,1,8322.943
27931,38225,1106,4,02/10/2014,654,1,1,0,0,6237.9336
27932,501137,125,6,14/12/2013,1677,1,0,0,0,13480.813
27933,380665,848,2,11/06/2013,642,1,0,0,0,5241.145
27934,111486,306,6,20/04/2013,290,1,0,0,0,2439.0874
27935,393889,809,4,21/11/2013,821,1,1,0,0,9964.071
27936,205097,792,6,20/09/2014,499,1,0,0,0,4190.6274
27937,67656,123,2,12/08/2014,916,1,0,0,1,7144.2476
27938,231225,83,2,11/02/2014,303,1,0,0,0,2911.934
27939,427108,666,3,14/08/2013,675,1,1,0,1,7147.7266
27940,519396,636,7,27/01/2013,0,0,0,0,0,0.0
27941,526270,350,5,06/03/2015,578,1,1,0,0,6886.964
27942,586611,189,1,16/12/2013,1336,1,1,0,0,16064.257
27943,622407,213,1,30/06/2014,1188,1,1,0,0,15605.865
27944,126251,229,7,06/07/2014,0,0,0,0,0,0.0
27945,321742,688,1,12/05/2014,328,1,0,0,0,3435.9912
27946,516813,787,1,08/06/2015,1193,1,0,0,0,11139.984
27947,273525,686,2,16/09/2014,965,1,1,0,0,9251.131
27948,371395,35,3,02/07/2014,828,1,1,0,0,8546.99
27949,92873,886,1,17/11/2014,636,1,0,0,0,5813.505
27950,230403,145,1,12/08/2013,1642,1,1,0,1,13124.074
27951,25784,381,2,17/06/2014,1193,1,1,0,0,11359.21
27952,476733,923,5,25/07/2014,614,1,0,0,1,5530.899
27953,123574,653,4,23/05/2013,443,1,0,0,0,3989.1377
27954,237883,610,6,03/08/2013,373,1,0,0,0,3799.0908
27955,232206,586,6,04/10/2014,3373,1,0,0,0,21219.805
27956,496471,535,5,25/04/2014,891,1,0,0,1,7545.2393
27957,456381,511,6,13/09/2014,750,1,0,0,0,5460.993
27958,341043,45,6,06/04/2013,459,1,0,0,0,4507.6626
27959,565204,502,7,05/05/2013,0,0,0,0,0,0.0
27960,463442,575,3,22/05/2013,385,1,0,0,1,3667.0964
27961,345258,678,6,12/10/2013,670,1,0,0,0,6370.7227
27962,137556,1062,1,08/04/2013,766,1,1,0,0,8572.277
27963,200397,511,5,20/06/2014,852,1,1,0,0,7624.144
27964,552919,441,2,23/04/2013,646,1,1,0,0,6074.734
27965,289378,219,5,30/01/2015,431,1,1,0,0,3974.975
27966,15563,605,4,30/05/2013,0,0,1,a,1,0.0
27967,201984,634,6,25/07/2015,378,1,0,0,0,3708.3875
27968,21728,833,7,21/07/2013,0,0,0,0,0,0.0
27969,203572,1073,7,21/09/2014,0,0,0,0,0,0.0
27970,382235,363,3,21/01/2015,802,1,0,0,0,5804.7583
27971,650154,770,3,01/10/2014,826,1,1,0,0,8049.0454
27972,40924,326,5,06/06/2014,485,1,1,0,0,5381.559
27973,308683,898,7,23/02/2014,0,0,0,0,0,0.0
27974,25550,1080,5,26/06/2015,825,1,0,0,0,9513.048
27975,166292,893,7,20/01/2013,0,0,0,0,0,0.0
27976,6863,950,1,14/10/2013,552,1,0,0,0,5220.5747
27977,492643,268,4,02/05/2013,753,1,1,0,0,6822.0913
27978,389364,831,5,07/03/2014,1824,1,1,0,0,14885.452
27979,12756,792,1,22/07/2013,617,1,0,0,1,5078.3066
27980,75250,903,5,17/01/2014,802,1,0,0,0,8227.065
27981,378575,210,2,31/03/2015,357,1,1,0,1,4271.728
27982,206381,146,5,26/06/2015,703,1,0,0,0,6694.492
27983,701654,393,2,16/07/2013,638,1,1,0,0,7173.2695
27984,319970,806,1,11/11/2013,426,1,0,0,0,4838.932
27985,626311,1100,5,29/05/2015,657,1,0,0,0,5751.534
27986,428887,827,7,03/02/2013,0,0,0,0,0,0.0
27987,264156,294,7,12/05/2013,0,0,0,0,0,0.0
27988,212261,578,3,25/03/2015,594,1,0,0,0,4945.999
27989,239931,307,2,05/03/2013,435,1,1,0,0,4952.987
27990,665632,1044,6,23/02/2013,933,1,0,0,0,6731.424
27991,435575,969,3,19/11/2014,646,1,0,0,0,4730.6733
27992,260338,1073,6,01/11/2014,0,0,0,a,0,0.0
27993,567510,680,1,03/06/2013,855,1,1,0,0,9426.301
27994,344606,879,4,16/07/2015,348,1,1,0,0,4027.0146
27995,555601,419,2,12/02/2013,781,1,0,0,0,5707.913
27996,71157,637,6,23/03/2013,529,1,0,0,0,5060.2524
27997,251171,68,2,12/05/2015,1042,1,0,0,0,7820.34
27998,248150,1051,2,27/08/2013,930,1,1,0,1,9034.761
27999,92516,832,1,23/02/2015,350,1,0,0,0,3280.0178
28000,432103,1045,5,31/01/2014,869,1,0,0,0,7086.582
28001,355091,676,3,16/07/2014,1850,1,1,0,0,8374.787
28002,596373,615,1,06/01/2014,1640,1,1,0,1,14963.263
28003,434854,640,4,25/12/2014,0,0,0,c,1,0.0
28004,17407,15,1,09/09/2013,831,1,1,0,0,8664.161
28005,261130,58,2,13/08/2013,548,1,1,0,1,6218.336
28006,601785,385,6,12/01/2013,759,1,0,0,0,7097.4263
28007,67086,222,4,25/09/2014,452,1,0,0,0,4492.2095
28008,685861,542,4,23/04/2015,491,1,0,0,0,5288.4316
28009,605977,336,1,21/10/2013,2399,1,1,0,1,18806.773
28010,26195,490,3,15/07/2015,1036,1,1,0,0,9409.747
28011,486250,155,5,10/04/2015,601,1,0,0,1,6030.8657
28012,579067,78,6,29/06/2013,329,1,0,0,0,2478.0315
28013,644822,236,4,09/04/2015,836,1,0,0,1,7100.406
28014,677956,820,2,10/12/2013,1085,1,0,0,0,11308.57
28015,67014,116,7,11/08/2013,0,0,0,0,0,0.0
28016,391317,586,3,28/08/2013,2442,1,1,0,1,15757.269
28017,633775,178,6,20/07/2013,668,1,0,0,0,5715.7915
28018,373960,726,6,13/04/2013,508,1,0,0,0,5091.558
28019,605879,583,1,03/02/2014,675,1,1,0,1,7649.899
28020,34502,396,3,17/09/2014,1052,1,1,0,0,8834.868
28021,460262,424,7,27/10/2013,0,0,0,0,0,0.0
28022,601278,415,3,02/01/2013,455,1,0,0,1,4879.286
28023,649930,940,2,26/03/2013,791,1,1,0,0,7900.0
28024,107775,127,3,11/02/2015,542,1,0,0,0,4641.2095
28025,285604,652,4,21/08/2014,756,1,1,0,1,7095.6587
28026,150043,669,3,22/05/2013,348,1,0,0,1,3662.7817
28027,566318,424,4,13/06/2013,636,1,0,0,0,4875.2974
28028,318825,692,6,02/08/2014,476,1,0,0,0,4856.976
28029,285154,859,4,17/04/2014,911,1,1,0,1,8032.9
28030,210303,603,7,22/09/2013,0,0,0,0,0,0.0
28031,380383,868,7,10/05/2015,0,0,0,0,0,0.0
28032,208942,210,5,24/05/2013,309,1,0,0,0,2719.871
28033,34758,144,5,05/06/2015,958,1,1,0,1,10035.257
28034,44656,657,5,22/08/2014,739,1,1,0,0,6913.449
28035,569261,102,3,27/05/2015,815,1,0,0,0,7124.8296
28036,389139,727,3,19/02/2014,491,1,1,0,0,5591.9565
28037,172148,775,3,28/01/2015,556,1,1,0,0,5835.9062
28038,345814,1043,4,05/09/2013,950,1,0,0,0,6499.0186
28039,427949,967,4,22/01/2015,894,1,0,0,0,6727.633
28040,545759,1101,6,22/03/2014,900,1,0,0,0,7547.9937
28041,243486,697,7,03/03/2013,0,0,0,0,0,0.0
28042,46991,868,4,09/04/2015,518,1,0,0,1,5341.7725
28043,222082,953,5,21/06/2013,598,1,1,0,0,6306.7764
28044,381161,398,2,20/08/2013,470,1,0,0,0,3700.3357
28045,33952,626,5,03/04/2015,0,0,1,b,1,0.0
28046,263851,932,3,24/04/2013,753,1,1,0,0,6567.5005
28047,48372,800,2,13/05/2014,424,1,0,0,0,4052.7686
28048,71976,88,7,19/04/2015,0,0,0,0,0,0.0
28049,575437,631,3,26/06/2013,510,1,0,0,1,4665.437
28050,363890,832,6,08/11/2014,607,1,0,0,0,5708.715
28051,265534,229,5,24/01/2014,813,1,1,0,0,7912.2695
28052,25225,356,7,24/11/2013,0,0,0,0,0,0.0
28053,74056,642,3,06/08/2014,529,1,1,0,1,5659.862
28054,329244,975,1,06/01/2014,988,1,1,0,1,10470.24
28055,10892,366,4,13/03/2014,610,1,0,0,0,6126.697
28056,467778,964,5,13/09/2013,1735,1,1,0,0,14053.766
28057,517092,7,2,15/10/2013,718,1,0,0,1,5414.663
28058,61374,200,1,16/02/2015,458,1,1,0,0,6026.8643
28059,611667,1008,7,21/12/2014,0,0,0,0,0,0.0
28060,66435,659,6,25/04/2015,442,1,0,0,0,4205.4414
28061,89368,479,6,25/07/2015,825,1,0,0,0,7049.9287
28062,243078,1059,3,29/10/2014,967,1,0,0,0,7933.896
28063,409581,220,1,17/03/2014,845,1,1,0,0,8875.335
28064,514940,701,2,30/06/2015,830,1,1,0,0,10252.637
28065,614196,62,4,21/03/2013,808,1,1,0,0,8412.261
28066,495998,1065,7,29/03/2015,0,0,0,0,0,0.0
28067,679728,659,2,06/08/2013,513,1,0,0,1,4596.9854
28068,331737,113,6,10/08/2013,800,1,0,0,0,6892.617
28069,112790,68,1,11/03/2013,976,1,0,0,0,6953.4785
28070,130273,484,3,20/03/2013,619,1,1,0,0,6098.9185
28071,628919,227,4,24/10/2013,482,1,1,0,1,5372.601
28072,419237,342,6,20/07/2013,905,1,0,0,0,7794.959
28073,277720,578,5,19/04/2013,717,1,0,0,0,5912.3643
28074,703575,1081,1,22/06/2015,1124,1,0,0,0,7283.3286
28075,650494,830,6,30/05/2015,306,1,0,0,0,2876.4365
28076,545845,114,5,18/01/2013,555,1,0,0,0,4941.1577
28077,109720,250,6,14/09/2013,562,1,0,0,0,5376.779
28078,305514,1076,4,16/04/2015,643,1,1,0,0,6874.1255
28079,404761,119,1,02/02/2015,843,1,1,0,0,9178.43
28080,172443,935,1,06/10/2014,758,1,1,0,0,8205.683
28081,74750,327,3,15/10/2014,805,1,0,0,0,5873.8735
28082,41491,249,6,03/05/2014,540,1,0,0,0,5561.299
28083,591862,822,4,02/04/2015,897,1,1,0,1,10117.488
28084,483014,36,4,21/05/2015,1055,1,1,0,0,9959.565
28085,4589,339,3,08/10/2014,636,1,1,0,0,6623.8555
28086,333858,287,6,21/06/2014,802,1,0,0,0,7164.3076
28087,253103,174,4,21/02/2013,433,1,1,0,0,4784.612
28088,436459,893,2,25/03/2014,738,1,0,0,0,5765.4546
28089,100057,952,3,18/09/2013,518,1,0,0,0,4758.409
28090,375380,10,7,09/03/2014,0,0,0,0,0,0.0
28091,309413,857,2,24/12/2013,705,1,0,0,1,5947.893
28092,508383,811,5,04/01/2013,595,1,0,0,1,4810.1753
28093,480254,1034,6,27/04/2013,274,1,0,0,0,2610.4668
28094,618276,1073,1,16/02/2015,1108,1,1,0,0,12111.603
28095,558549,71,7,21/07/2013,0,0,0,0,0,0.0
28096,321011,602,2,07/01/2014,711,1,1,0,1,8216.555
28097,308848,662,5,01/05/2015,0,0,1,a,0,0.0
28098,513072,318,1,01/07/2013,814,1,1,0,0,9586.801
28099,216853,1111,6,06/09/2014,258,1,0,0,0,3021.888
28100,611499,1053,2,03/09/2013,931,1,0,0,0,6991.4175
28101,118495,976,5,15/05/2015,825,1,0,0,0,7253.674
28102,374563,182,4,26/03/2015,366,1,0,0,0,3928.5403
28103,636088,618,2,21/10/2014,494,1,1,0,1,5542.277
28104,195969,473,2,25/02/2014,477,1,0,0,0,4311.1123
28105,171353,492,6,16/05/2015,1204,1,0,0,0,9134.549
28106,287675,908,3,26/06/2013,382,1,0,0,0,3763.2686
28107,667163,624,6,27/06/2015,427,1,0,0,0,4618.5186
28108,466420,889,5,11/07/2014,530,1,0,0,0,5199.129
28109,112268,123,4,13/03/2014,854,1,0,0,0,6620.8594
28110,174183,278,5,26/06/2015,693,1,0,0,0,6891.6636
28111,496525,449,1,09/06/2014,0,0,0,a,0,0.0
28112,594202,691,2,03/06/2014,658,1,1,0,0,7667.7446
28113,630355,251,1,19/08/2013,2087,1,0,0,1,15891.681
28114,469465,903,7,13/04/2014,0,0,0,0,0,0.0
28115,599446,877,3,11/03/2015,877,1,0,0,0,7005.1772
28116,532604,549,6,13/06/2015,406,1,0,0,0,4121.5913
28117,319575,320,2,31/03/2015,2409,1,1,0,0,20110.807
28118,363949,865,6,09/08/2014,467,1,0,0,0,4746.9126
28119,2858,111,7,21/06/2015,0,0,0,0,0,0.0
28120,220378,610,5,22/03/2013,631,1,1,0,0,5876.8257
28121,532700,824,6,25/05/2013,298,1,0,0,0,2622.1064
28122,273473,1052,4,16/07/2015,765,1,1,0,1,8221.13
28123,87505,101,2,26/08/2014,972,1,0,0,0,7057.144
28124,545469,889,2,24/09/2013,448,1,1,0,0,5028.3203
28125,166776,645,6,25/05/2013,1381,1,0,0,0,9837.823
28126,669563,710,3,18/12/2013,527,1,1,0,0,6916.7783
28127,315625,966,6,30/05/2015,470,1,0,0,0,4721.2007
28128,251165,813,1,25/03/2013,780,1,1,0,1,8086.045
28129,541269,376,3,04/09/2013,823,1,0,0,0,6542.1807
28130,702944,981,5,12/07/2013,753,1,0,0,0,6365.167
28131,566284,416,4,10/07/2014,1440,1,0,0,1,9850.601
28132,428579,373,2,29/04/2014,355,1,1,0,0,5116.584
28133,685460,720,1,28/10/2013,605,1,0,0,0,5488.3765
28134,115384,655,6,27/09/2014,763,1,0,0,0,6358.19
28135,55962,910,2,04/11/2014,629,1,1,0,0,6536.7363
28136,447446,425,6,04/05/2013,325,1,0,0,0,2573.6282
28137,424073,906,6,11/10/2014,1102,1,0,0,0,8979.034
28138,222368,546,4,26/06/2014,1452,1,0,0,0,10864.317
28139,36976,266,3,03/07/2013,677,1,1,0,0,5870.88
28140,559324,210,3,27/11/2013,245,1,0,0,0,2409.0352
28141,457503,36,3,18/09/2013,908,1,0,0,0,7104.3115
28142,414455,898,5,21/11/2014,721,1,0,0,0,6681.723
28143,444474,1062,3,02/01/2013,576,1,0,0,1,5382.747
28144,134204,909,7,15/12/2013,0,0,0,0,0,0.0
28145,194262,27,4,07/05/2015,1129,1,1,0,0,10036.838
28146,24492,148,2,18/11/2014,758,1,0,0,0,6670.0044
28147,694504,30,1,27/07/2015,677,1,1,0,1,7871.399
28148,593934,1101,2,21/10/2014,902,1,1,0,1,7773.8403
28149,623407,783,5,08/08/2014,644,1,1,0,1,5777.642
28150,551583,572,2,19/03/2013,599,1,1,0,0,7126.3813
28151,219106,564,5,27/02/2015,518,1,0,0,0,5208.267
28152,614671,668,1,04/05/2015,1421,1,1,0,0,12375.237
28153,174578,564,4,02/05/2013,520,1,1,0,0,5402.5044
28154,663655,38,6,06/06/2015,612,1,0,0,0,6337.9155
28155,142572,996,6,28/12/2013,604,1,0,0,0,6098.7017
28156,266989,232,7,07/04/2013,0,0,0,0,0,0.0
28157,675041,1009,7,09/03/2014,0,0,0,0,0,0.0
28158,131481,654,1,02/06/2014,1125,1,1,0,0,11621.727
28159,344815,476,7,23/02/2014,0,0,0,0,0,0.0
28160,593158,182,6,27/09/2014,421,1,0,0,0,4303.6055
28161,512027,13,4,01/05/2014,0,0,1,a,0,0.0
28162,575488,340,2,16/04/2013,643,1,0,0,0,5530.685
28163,284543,1044,7,28/04/2013,0,0,0,0,0,0.0
28164,245795,173,6,23/05/2015,788,1,0,0,0,7009.7373
28165,622288,1093,1,06/01/2014,995,1,1,0,0,11329.487
28166,42609,1004,2,24/02/2015,339,1,0,0,0,3220.4019
28167,364987,1106,2,03/06/2014,645,1,1,0,0,6701.2
28168,410959,388,6,24/01/2015,732,1,0,0,0,7173.064
28169,674689,307,3,10/12/2014,255,1,0,0,0,2528.4287
28170,197671,328,4,06/03/2014,659,1,1,0,0,6211.1465
28171,273602,919,5,12/07/2013,662,1,0,0,0,5411.9546
28172,280229,256,5,19/09/2014,1259,1,1,0,0,9782.319
28173,231664,293,3,30/10/2013,725,1,0,0,0,6303.853
28174,576551,750,2,24/12/2013,335,1,0,0,1,3516.4983
28175,179381,1042,6,08/02/2014,389,1,0,0,0,3006.9285
28176,19334,748,4,03/10/2013,0,0,0,a,0,0.0
28177,201514,261,2,12/11/2013,741,1,0,0,0,6711.231
28178,684789,481,7,30/06/2013,0,0,0,0,0,0.0
28179,18206,346,1,02/06/2014,842,1,1,0,0,9833.448
28180,297763,304,6,05/01/2013,799,1,0,0,0,6189.597
28181,270861,761,6,14/12/2013,747,1,0,0,0,6944.9805
28182,354911,714,5,10/07/2015,349,1,0,0,0,4256.1978
28183,336291,732,2,17/09/2013,721,1,0,0,0,5993.9033
28184,117960,255,4,02/04/2015,907,1,1,0,1,9163.222
28185,585531,311,7,14/07/2013,0,0,0,0,1,0.0
